customer_id,age,income,customer_tenure,previous_purchases,average_order_value,website_visits,email_open_rate,discount_usage,recency_days,treatment,purchase_outcome,revenue,true_prob_y0,true_prob_y1,true_ite,engagement_score,value_per_tenure,pred_prob_t1,pred_prob_t0,pred_ite,pred_baseline_prob,uplift_segment
C008072,32,57575.81963618868,5,1,92.72904806974913,3,0.5387738755258633,0.029483732716450037,362,1,0,0.0,0.011403148359931394,0.14048408081515018,0.1290809324552188,1.61632162657759,15.454841344958188,0.12082434055208657,0.014412253284042968,0.1064120872680436,0.05672254438245944,Lost Causes
C002684,40,200000.0,20,5,137.57651353624607,14,0.32734441856335555,0.060858586713920054,193,0,0,0.0,0.03647157080667149,0.09888418075296244,0.062412609946290956,4.582821859886978,6.551262549345051,0.16779940542197383,0.02590926250140053,0.1418901429205733,0.07647047096449607,Persuadables
C008569,50,81991.26621409193,29,4,134.0330060133079,7,0.1509079188576872,0.22382090226433166,34,0,0,0.0,0.05756088312027485,0.1619489348904002,0.10438805177012533,1.0563554320038104,4.467766867110263,0.1526200953522023,0.041323130277562625,0.11129696507463968,0.09180241053781234,Sure Things
C002571,36,70089.08306027556,27,3,72.42028363671247,4,0.1997714998253489,0.6076197847312655,59,0,0,0.0,0.04844974431908669,0.21741699769404807,0.16896725337496138,0.7990859993013956,2.5864387013111596,0.12360935352735308,0.03725460123908336,0.08635475228826972,0.09377223126686467,Sure Things
C007795,43,97221.72984713002,46,5,93.78497647764442,4,0.11358962739716869,0.22575847613070696,248,0,0,0.0,0.021876756784810228,0.1345524125536961,0.11267565576888587,0.45435850958867474,1.995425031439243,0.1319168294372285,0.022898579877721006,0.10901824955950748,0.06960829251750188,Lost Causes
C017994,20,28049.485001763813,24,2,90.94634138198376,4,0.5844703265191817,0.40183251902457695,93,0,0,0.0,0.039605528777870214,0.14771439311018664,0.10810886433231642,2.337881306076727,3.63785365527935,0.15577175303584476,0.04009383215270964,0.11567792088313511,0.09010290070335845,Sure Things
C009283,59,34499.28480346982,15,2,111.20108468042821,5,0.11124011453099437,0.1854059237134722,256,0,0,0.0,0.01479446988170829,0.09835913832476058,0.08356466844305228,0.5562005726549719,6.950067792526763,0.07505343497985019,0.0291425248324803,0.04591091014736989,0.05003575072268198,Lost Causes
C002737,63,83575.66343067425,10,2,77.62193935677992,3,0.17489554911718377,0.0760273682313866,179,1,0,0.0,0.02647284179259712,0.0,-0.02647284179259712,0.5246866473515513,7.056539941525447,0.03497899036232824,0.02743246987096253,0.0075465204913657095,0.03705860730032676,Lost Causes
C001606,34,38196.41261719095,20,0,74.0136832562934,0,0.050304473833822055,0.5691490130682109,116,1,1,87.16208995218288,0.026372575550789364,0.17987970714940885,0.15350713159861948,0.0,3.524461107442543,0.14317840542877733,0.02141834193823119,0.12176006349054613,0.08201583105654221,Lost Causes
C017737,48,63822.39831074273,52,7,135.35062087400365,23,0.08514768038797214,0.13949440604596394,259,1,0,0.0,0.020762821475722303,0.08223495723916546,0.06147213576344316,1.9583966489233593,2.553785299509503,0.11358620682179323,0.031127716120515098,0.08245849070127813,0.061319330796543746,Lost Causes
C013512,55,60719.061022504495,29,3,78.76337896036057,7,0.29770348201910163,0.19196949579716724,307,0,0,0.0,0.014813364420217457,0.14378277398004102,0.12896940955982356,2.0839243741337112,2.625445965345352,0.12690660225648168,0.036272827632996746,0.09063377462348493,0.07653108640679845,Sure Things
C001345,37,122874.09760317579,44,5,132.2564836921297,7,0.17751364450294008,0.09049848275665852,347,0,0,0.0,0.014536981750524296,0.09408531945410867,0.07954833770358437,1.2425955115205805,2.9390329709362155,0.1339337587389409,0.015225150154497656,0.11870860858444324,0.0707991167684615,Lost Causes
C015034,53,67084.32892573759,56,6,113.11874062840957,16,0.33533798629585254,0.300607150597592,115,0,0,0.0,0.045280309338673,0.16282479564869595,0.11754448631002296,5.365407780733641,1.9845393092703434,0.1542611685963272,0.03716367826648442,0.11709749032984276,0.0878535841755654,Sure Things
C016101,45,53024.314294128075,52,6,128.2489221295314,12,0.12416817293172755,0.43486546032551027,242,1,0,0.0,0.021120376294493638,0.14840737414679636,0.1272869978523027,1.4900180751807306,2.419790983576064,0.1406462074463423,0.04995541183386285,0.09069079561247945,0.1037481246839898,Sure Things
C015572,62,86729.21319224607,42,6,66.8346577813357,17,0.271494946940501,0.04554436139863133,2,0,0,0.0,0.07841361287179834,0.0,-0.07841361287179834,4.615414097988517,1.5542943670078069,0.06487871738369837,0.03430962675187329,0.03056909063182508,0.05693082455768076,Lost Causes
C015470,43,58770.1816845153,47,7,111.48923241576172,14,0.021985559340648775,0.3442597805120276,357,0,0,0.0,0.012228466224132274,0.1276049148362489,0.11537644861211661,0.30779783076908285,2.322692341995036,0.13447446141305489,0.021867344713904082,0.1126071166991508,0.0650723285473296,Lost Causes
C012190,49,128140.20800628004,19,2,123.01369590096895,2,0.3610682668551262,0.7174129132793975,30,0,0,0.0,0.06408913102326957,0.2710552761998056,0.206966145176536,0.7221365337102524,6.150684795048448,0.1353141802567924,0.03198294130331341,0.10333123895347898,0.09217304607920307,Lost Causes
C011741,64,42338.78621161358,29,5,117.61760568403679,11,0.18733368245197016,0.14549136494155449,342,0,0,0.0,0.012133263928753333,0.0,-0.012133263928753333,2.0606705069716718,3.92058685613456,0.0395410382409817,0.02251320239809611,0.01702783584288559,0.04410003270517134,Lost Causes
C010405,31,106093.96197589899,45,4,83.45914366402448,7,0.21917536294386927,0.23799125257335582,187,0,0,0.0,0.030033389793554986,0.13153533169352544,0.10150194189997044,1.5342275406070849,1.8143292100874888,0.12108037822962679,0.033711520121587145,0.08736885810803965,0.07965486220771147,Lost Causes
C006467,26,68922.8673893332,30,11,96.86639317240319,20,0.12144181268187482,0.36955540627927036,258,1,1,96.20563808310045,0.026209197711816172,0.14626252498490203,0.12005332727308585,2.4288362536374963,3.124722360400103,0.10797685145548486,0.024668409239238482,0.08330844221624638,0.06622865702602532,Lost Causes
C009236,39,30283.6441615882,34,5,117.2501609719296,19,0.35644137483423133,0.055027281947709374,117,1,0,0.0,0.03707393897874946,0.1478026196259185,0.11072868064716905,6.772386121850396,3.3500045991979888,0.14751774654971736,0.03462168198358374,0.11289606456613363,0.08841006966924865,Lost Causes
C004856,24,91957.94311378503,19,3,139.0741725370174,10,0.36712044215367434,0.44335982487054865,269,0,0,0.0,0.020043994148252874,0.1882817153613196,0.16823772121306674,3.6712044215367436,6.9537086268508705,0.15475497246327916,0.026268812565043476,0.12848615989823567,0.09948391620520027,Persuadables
C011477,61,35303.818087978434,22,5,115.04790584671376,6,0.3120424718885116,0.15343369222900233,2,1,0,0.0,0.06455014723528436,0.024923056333908657,-0.03962709090137571,1.8722548313310696,5.002082862900599,0.056138857609076796,0.04087707756472508,0.01526178004435172,0.0680191236709012,Sure Things
C011694,26,82797.97635077103,55,8,42.10664756388023,16,0.28311638112566506,0.12175564588607524,44,1,0,0.0,0.07059628531371856,0.1471371281574222,0.07654084284370363,4.529862098010641,0.7519044207835756,0.15136471895813722,0.03567785144242305,0.11568686751571416,0.10140275998142873,Sure Things
C016166,46,60739.88124673637,8,2,79.38821943577209,4,0.15568032408575963,0.05057760098629751,317,0,0,0.0,0.012514864599422052,0.07454120236927883,0.062026337769856776,0.6227212963430385,8.820913270641343,0.11069080085660832,0.023377846020642495,0.08731295483596582,0.06414880396627079,Lost Causes
C011576,31,45746.891618769914,10,6,47.169125230445154,12,0.17615925754025327,0.4934749379742791,96,0,0,0.0,0.04270889969394052,0.19595349312591723,0.15324459343197672,2.113911090483039,4.2881022936768325,0.1480728511152435,0.035247857103388784,0.1128249940118547,0.09254398284268024,Lost Causes
C019301,68,31441.80000124287,26,3,79.52188559445918,7,0.17310232217383642,0.09749708491223608,320,1,0,0.0,0.011472928675569118,0.0,-0.011472928675569118,1.211716255216855,2.9452550220170064,0.02718914796745593,0.02428673963775758,0.0029024083296983506,0.028298118619972095,Lost Causes
C012276,33,40410.64354289108,50,6,82.52012684667203,8,0.4634941129249046,0.11739824611996685,299,0,0,0.0,0.017883368851822453,0.11996918663692488,0.10208581778510242,3.707952903399237,1.6180417028759222,0.12267065940414694,0.025159051181722725,0.09751160822242422,0.06697871346831256,Lost Causes
C017890,18,52596.753004545826,47,8,113.0331900439561,11,0.1785960977695818,0.04199272037953734,88,1,0,0.0,0.050183826316824075,0.11292234017646594,0.06273851385964185,1.9645570754653998,2.354858125915752,0.13911899947736148,0.037383516299408844,0.10173548317795264,0.10360412730729689,Sure Things
C008359,24,74406.90833085279,52,4,85.82066466509099,6,0.08134562912105996,0.07140882476681722,235,1,0,0.0,0.020738191552896086,0.07339231622297429,0.052654124670078205,0.4880737747263597,1.6192578238696413,0.12666965713341685,0.02086943725961024,0.10580021987380661,0.057887834755404356,Lost Causes
C013945,50,59818.823839785575,41,10,163.28900597329078,23,0.11749364528522223,0.6978735601930074,313,1,0,0.0,0.02178423862069737,0.21127110828792212,0.18948686966722475,2.7023538415601114,3.8878334755545425,0.12694998127910864,0.02188533931448657,0.10506464196462208,0.06911905278006782,Lost Causes
C009605,26,47682.09432079394,13,4,114.37588619006566,5,0.14646774900896778,0.11628300587391528,55,1,0,0.0,0.04691978912856351,0.10163911762952561,0.0547193285009621,0.7323387450448389,8.16970615643326,0.16118513452841868,0.029840574176519974,0.1313445603518987,0.0850266360536911,Persuadables
C001286,57,59818.823839785575,13,0,131.93237542411484,1,0.509306620884521,0.14872809113286797,38,1,0,0.0,0.05813289262224092,0.16752721692276154,0.10939432430052062,0.509306620884521,9.423741101722488,0.18715847503768843,0.029986366695718737,0.15717210834196968,0.09582022974791171,Persuadables
C005900,18,43242.214563656875,50,5,101.53958385624186,13,0.20654493397229784,0.4517884783704569,64,0,0,0.0,0.04761739598510546,0.2078666624518567,0.16024926646675125,2.685084141639872,1.9909722324753307,0.2036923785018422,0.04180607702511643,0.16188630147672575,0.11552923965737244,Persuadables
C011621,27,101735.17097666215,43,4,140.17886918116776,7,0.46755196447328873,0.07589547370896153,363,0,0,0.0,0.014214811231859583,0.09486023892722391,0.08064542769536433,3.272863751313021,3.1858833904810853,0.12202795398976862,0.01589949774665228,0.10612845624311634,0.060254994617548456,Lost Causes
C012090,42,75671.15258491073,39,5,88.45649977860886,13,0.1854941415819714,0.22419561719497103,170,0,0,0.0,0.031542213738182015,0.11304410150637176,0.08150188776818974,2.411423840565628,2.2114124944652214,0.14666267100810926,0.03547724753614864,0.11118542347196061,0.08320803093794603,Sure Things
C017463,63,30986.452489773626,18,1,71.91392263206161,4,0.5926862030728954,0.21426631028201087,223,0,0,0.0,0.020545547574253455,0.0,-0.020545547574253455,2.3707448122915817,3.7849432964242955,0.06675612633988502,0.029843636793650694,0.03691248954623433,0.046251455363046166,Lost Causes
C004114,51,95574.94229025324,22,1,65.72702378449452,9,0.2501566717363196,0.08457981638430495,172,0,0,0.0,0.027777883950721588,0.10974375111409733,0.08196586716337574,2.2514100456268764,2.8576966862823703,0.14644334940889922,0.03878429313359566,0.10765905627530356,0.08126808663423467,Sure Things
C018647,58,61674.08520729832,14,8,43.74417509882042,15,0.2319640882351553,0.07927054317461653,259,0,0,0.0,0.023269897479684627,0.11880304359207527,0.09553314611239065,3.4794613235273295,2.9162783399213614,0.12555960749112205,0.027118092192555288,0.09844151529856676,0.07150384503622496,Lost Causes
C014142,20,93064.31328115257,3,0,50.109606249808785,1,0.2621559386562632,0.7462037160598886,307,0,0,0.0,0.013658124572633677,0.2180476611733799,0.2043895366007462,0.2621559386562632,12.527401562452196,0.10897301703042435,0.024889524964741866,0.08408349206568248,0.06549198758149555,Lost Causes
C005392,59,47167.53113397003,38,6,150.63217216465497,17,0.178276557215778,0.3923649997878407,177,1,0,0.0,0.029098873593475155,0.1748491151809303,0.14575024158745514,3.030701472668226,3.862363388837307,0.13135403434359108,0.03373743180998215,0.09761660253360893,0.07433599358767579,Lost Causes
C003271,32,40952.45934360833,56,4,164.93784460488476,10,0.13995694387119134,0.0850978439615597,51,1,0,0.0,0.04631163390614382,0.11838481633911528,0.07207318243297146,1.3995694387119135,2.8936463965769255,0.1633474330412512,0.03249038053929692,0.13085705250195429,0.09194632603387891,Persuadables
C009005,53,49146.19919844739,14,2,89.67223677596701,4,0.5316074359928373,0.06414084811149504,90,0,0,0.0,0.043619940859121645,0.15875586663532784,0.1151359257762062,2.1264297439713493,5.9781491183978,0.15605221386526613,0.027111003190151247,0.12894121067511488,0.08574731062874384,Persuadables
C017951,32,71364.29585515217,39,5,77.80083693827164,6,0.17191600485691022,0.26611968940144926,75,1,0,0.0,0.048897895594392476,0.14794154271594473,0.09904364712155225,1.0314960291414614,1.945020923456791,0.1460159046163045,0.03127873640233934,0.11473716821396518,0.08728615301367137,Lost Causes
C014597,37,59818.823839785575,46,5,87.97896388489976,10,0.25080710680581225,0.12627594179759632,102,0,0,0.0,0.05134754926604232,0.13294512153137783,0.08159757226533551,2.5080710680581224,1.8718928486148885,0.14174509650812836,0.02645700189029665,0.11528809461783171,0.0737981091401292,Lost Causes
C010228,66,59818.823839785575,5,1,74.67592320362965,5,0.38587603424608563,0.772414587381636,62,0,0,0.0,0.04904652229748532,0.08690209719753457,0.037855574900049246,1.9293801712304282,12.445987200604941,0.04817139112485089,0.02508126658499277,0.023090124539858117,0.03979800049112222,Lost Causes
C017039,52,44334.718543881296,35,8,127.10589684298371,16,0.15526227454412259,0.06994988641040312,88,0,0,0.0,0.04804316352765626,0.12384934533331904,0.07580618180566279,2.4841963927059614,3.5307193567495476,0.15787375947048696,0.03231921606614881,0.12555454340433814,0.09854759154587289,Lost Causes
C014848,30,41607.57765033308,43,3,105.67012328722566,12,0.49937723184289257,0.24328261244450858,206,0,0,0.0,0.024914880738251082,0.13537372086536054,0.11045884012710945,5.992526782114711,2.4015937110733105,0.13744969294117243,0.029105575142631308,0.10834411779854113,0.08056684253579295,Lost Causes
C013513,58,64336.366149458125,31,4,98.17687505275023,8,0.5309898175344844,0.07992188050244878,160,0,0,0.0,0.036121232237535196,0.16109419103678563,0.12497295879925044,4.247918540275875,3.068027345398445,0.16579891378045175,0.03731497120731183,0.12848394257313991,0.08886148172726445,Persuadables
C013696,39,87677.70474447598,43,2,27.655178097598892,8,0.5665291014093993,0.02552689022935445,71,0,0,0.0,0.05419711402343181,0.14757224979156505,0.09337513576813325,4.532232811275194,0.6285267749454294,0.12100620790953032,0.030705962587006575,0.09030024532252375,0.08595250457255806,Lost Causes
C011878,37,23210.78256437746,53,8,122.81457855699958,23,0.6066466026747307,0.018945669710394828,197,0,0,0.0,0.03121457808759722,0.14203049420248745,0.11081591611489022,13.952871861518807,2.274344047351844,0.12930248174931877,0.030741557327511704,0.09856092442180707,0.05748439375170002,Lost Causes
C000298,29,68597.94983538498,51,6,76.87193696457383,10,0.3489569322626786,0.48826371249251044,245,1,0,0.0,0.02442848485261489,0.18319491516568703,0.15876643031307214,3.489569322626786,1.4783064800879584,0.13455979514573602,0.031540576589496334,0.10301921855623969,0.08521548226724568,Lost Causes
C006525,50,49422.75594583533,25,5,63.08499148562835,8,0.09817977325318425,0.05850352714938404,3,0,0,0.0,0.06190603078953438,0.13107839281865785,0.06917236202912347,0.785438186025474,2.426345826370321,0.1052999218914283,0.03357087262378434,0.07172904926764395,0.08155067799714964,Lost Causes
C009082,65,51828.46146637443,55,6,22.804284635288838,21,0.24197135019500413,0.03418389838444997,263,0,0,0.0,0.02009802407711125,0.0,-0.02009802407711125,5.081398354095087,0.40721936848730067,0.04039066526905783,0.017815329733189802,0.02257533553586803,0.03137869026118107,Lost Causes
C014637,55,46033.88029385706,59,5,136.44992260721318,14,0.3133873652639552,0.38552878248279765,254,0,0,0.0,0.02023626056466286,0.16627266532308482,0.14603640475842197,4.387423113695373,2.2741653767868866,0.13335246448745053,0.024532889265877943,0.10881957522157258,0.07128738514962778,Lost Causes
C015517,55,72012.49397143627,58,8,127.12817627825997,15,0.19182685586756895,0.03803761129727564,63,1,0,0.0,0.060305968389835506,0.1299306407377745,0.06962467234793898,2.877402838013534,2.154714852173898,0.1758537062482163,0.03992112255975016,0.13593258368846614,0.1058119466724403,Persuadables
C007545,41,56753.66136420451,17,3,124.26182389764085,6,0.41347715176700034,0.2074052660094694,51,0,0,0.0,0.05350847363951623,0.18175695364820504,0.12824848000868883,2.480862910602002,6.903434660980047,0.16608741566917318,0.046560635596596185,0.119526780072577,0.10374254171385183,Sure Things
C006158,31,38195.985618458,7,1,88.32253053429196,1,0.4384219877404285,0.16865494169740394,311,1,0,0.0,0.012873242537608614,0.15265430211909414,0.13978105958148554,0.4384219877404285,11.040316316786495,0.12234537186101153,0.020487338556550168,0.10185803330446136,0.07569837364448015,Lost Causes
C007475,68,61324.66971976868,56,4,35.01144675585242,13,0.04261045155738947,0.06424656414093566,328,1,0,0.0,0.01239655132543172,0.0,-0.01239655132543172,0.5539358702460631,0.6142359079974109,0.034936303793655546,0.018822223572526508,0.016114080221129038,0.025179072804343425,Lost Causes
C007205,68,36689.13703430422,23,4,138.6906873897961,10,0.558091519268236,0.3735102331778579,248,0,0,0.0,0.02139726427994854,0.05353300889401834,0.0321357446140698,5.58091519268236,5.778778641241504,0.05192358400275799,0.020483788114769846,0.03143979588798815,0.034323758426005845,Lost Causes
C001571,57,53892.5861856735,8,1,101.50531650648085,2,0.25041770550455994,0.1847486100788133,249,1,0,0.0,0.01704347995252464,0.15210810572662617,0.13506462577410153,0.5008354110091199,11.278368500720095,0.12648776873819276,0.026706947069541992,0.09978082166865077,0.07034134629280703,Lost Causes
C002245,60,33632.72430656666,17,2,144.91184714377982,5,0.2506729727673271,0.026800383072648006,135,0,0,0.0,0.02849914094419228,0.09908646533944526,0.07058732439525298,1.2533648638366355,8.050658174654435,0.09109340642684138,0.029276897765296767,0.06181650866154462,0.07233745005495738,Lost Causes
C003273,24,67050.59435295056,41,5,98.98995391574556,9,0.18725516024908906,0.28894640481479733,354,0,0,0.0,0.012521747685228056,0.1354441168726661,0.12292236918743805,1.6852964422418015,2.3569036646606087,0.14995057015650184,0.017832490063433168,0.1321180800930687,0.07542977732667848,Persuadables
C019898,43,31710.045947702823,46,6,76.58458811811127,13,0.37026941204691666,0.08279820824670633,260,0,0,0.0,0.019725059753130974,0.09747865705316691,0.07775359730003593,4.813502356609916,1.629459321661942,0.11214237681957918,0.025129194281152192,0.08701318253842699,0.0634234022126073,Lost Causes
C016660,30,78386.09809868564,9,4,104.92243031891671,14,0.44984057534912253,0.43263556611855974,94,0,1,109.62562649152882,0.049493436842283016,0.2262879256870633,0.17679448884478027,6.297768054887715,10.492243031891672,0.15284138106134604,0.03524660655467993,0.11759477450666611,0.09739003102144789,Lost Causes
C007854,44,81628.52600665262,49,6,112.87957722486318,12,0.03294489335425609,0.22770388048433912,283,0,0,0.0,0.017977444335544813,0.09182493361238075,0.07384748927683595,0.3953387202510731,2.257591544497264,0.11271965161761834,0.03941601309284561,0.07330363852477273,0.07255521137549188,Sure Things
C004301,26,50437.177389708486,33,2,124.62958740715176,2,0.47016224005855584,0.19173455702125802,245,0,0,0.0,0.020071518494152726,0.15388436385549226,0.13381284536133953,0.9403244801171117,3.665576100210346,0.1569584790234795,0.030084027103959188,0.12687445191952032,0.1004265378204119,Lost Causes
C008692,26,51090.82871675233,15,3,126.46242094514074,9,0.12392253083757787,0.04398055724354704,330,1,0,0.0,0.01173097313228057,0.04998456641302819,0.03825359328074762,1.1153027775382007,7.903901309071296,0.13415636161707634,0.018904561118269343,0.115251800498807,0.07703906338760312,Lost Causes
C007366,53,67744.65250464353,10,2,114.82849338127205,4,0.08162075890817766,0.8533182579509139,259,0,0,0.0,0.016407952227424003,0.21689571855049,0.200487766323066,0.32648303563271064,10.438953943752004,0.1628453984225228,0.02363603947676174,0.13920935894576106,0.09177311532415944,Persuadables
C009844,46,69664.53627140059,52,2,75.63273927683721,2,0.1880325897708714,0.08865037095391765,358,0,0,0.0,0.010669386192331421,0.10545959734701828,0.09479021115468686,0.3760651795417428,1.4270328165440984,0.15958402519765255,0.018148333448163714,0.14143569174948883,0.08995494891564142,Persuadables
C000027,29,125374.22751283109,20,1,85.38791594470672,2,0.406693366055083,0.008277845414299493,2,0,0,0.0,0.07090979208276386,0.1693923292996379,0.09848253721687404,0.813386732110166,4.066091235462225,0.1081686116377701,0.04005148900655161,0.0681171226312185,0.06525131091485374,Sure Things
C006228,62,105247.33603155738,1,2,88.31364416234204,8,0.3304782352218274,0.1652185510935959,5,0,0,0.0,0.06844001912567677,0.045226068679769645,-0.02321395044590712,2.643825881774619,44.15682208117102,0.04567849611041064,0.03357929679336968,0.012099199317040961,0.05263103885640671,Lost Causes
C002769,60,69307.56752137115,39,9,33.480413731365104,24,0.3082469093123145,0.3731211045957614,117,0,0,0.0,0.05138921162315688,0.17195460883287028,0.1205653972097134,7.397925823495548,0.8370103432841276,0.14484732518928456,0.034312534663361836,0.11053479052592272,0.06223386167004765,Lost Causes
C017161,62,46708.44000579148,21,5,99.16056262874731,7,0.1355791713524944,0.6082954714098316,2,0,0,0.0,0.06263021398443586,0.06736329912287187,0.004733085138436011,0.9490541994674607,4.5072983013066965,0.08889436421550688,0.029549020871500905,0.05934534334400597,0.061792086858920264,Lost Causes
C006106,28,80681.59715166657,8,4,128.41106785569778,4,0.05639077298797055,0.31863586074109274,274,1,0,0.0,0.017189677037892682,0.12314133396621904,0.10595165692832637,0.2255630919518822,14.267896428410864,0.1572041738257407,0.022806235268165876,0.13439793855757481,0.07733247462470393,Persuadables
C002745,42,102458.66506602042,49,9,75.3608558706023,21,0.35120784364756824,0.40300878570564796,51,1,0,0.0,0.07685194924768711,0.23106243994989778,0.15421049070221066,7.375364716598933,1.507217117412046,0.15999467717748472,0.039943571067862484,0.12005110610962225,0.08230210349057764,Sure Things
C008635,31,54108.85687179126,4,1,70.3001333114482,4,0.291760540031281,0.07068122259422209,6,1,0,0.0,0.05634193608234391,0.15424014178338985,0.09789820570104593,1.167042160125124,14.06002666228964,0.15611995507329732,0.04468804165994115,0.11143191341335618,0.10071372666461338,Sure Things
C000828,45,159271.53509245286,53,7,78.41380426789233,12,0.4040890532924008,0.06914825690730711,279,0,0,0.0,0.02630758975679411,0.06708476311724296,0.04077717336044885,4.849068639508809,1.4521074864424506,0.17406438435081717,0.02132194281614193,0.15274244153467526,0.08813110411127369,Persuadables
C019040,49,168852.4409579569,26,6,129.80796119805518,14,0.411207890616484,0.13004750660410574,233,1,1,146.31382574922782,0.03179928486374328,0.17606291946353791,0.14426363459979463,5.756910468630776,4.807702266594636,0.16168123080567526,0.02153135029195218,0.14014988051372307,0.08484883449265847,Persuadables
C016433,46,91430.79490910664,49,6,136.66322275212082,9,0.6699309659552453,0.04129290971413131,353,1,0,0.0,0.01782228456428003,0.15021873038573857,0.13239644582145854,6.029378693597208,2.7332644550424163,0.13603854787518574,0.017569869154808786,0.11846867872037695,0.06026457008238572,Lost Causes
C002189,50,34107.174036673256,9,4,111.93314978459036,8,0.20068429586826492,0.5071183646486915,243,0,0,0.0,0.018142999303902403,0.16884168646201655,0.15069868715811416,1.6054743669461193,11.193314978459036,0.17217594851941198,0.027558488224134394,0.14461746029527758,0.09663560512555325,Persuadables
C005345,48,49091.52505469128,35,3,94.88618362281956,9,0.5933116114476352,0.22967886669555787,102,1,0,0.0,0.044488693750867725,0.2021414968062802,0.1576528030554125,5.339804503028717,2.635727322856099,0.15084956784387962,0.03207606224417342,0.1187735055997062,0.0879315240640825,Lost Causes
C001288,39,40057.21128940524,10,0,120.50265527266772,2,0.3796150216345781,0.06188102201048929,208,1,0,0.0,0.019946854327773697,0.11226466790442442,0.09231781357665073,0.7592300432691562,10.954786842969794,0.1354520176982383,0.02933280072628634,0.10611921697195197,0.07468265736304584,Lost Causes
C017366,45,121052.48634542839,41,4,94.49933038025755,11,0.230447938845178,0.8695699560332656,98,1,0,0.0,0.04751921459026439,0.2535408769738948,0.20602166238363043,2.534927327296958,2.249984056672799,0.2056782044169527,0.025721767825856886,0.1799564365910958,0.11864979633643087,Persuadables
C003839,35,35936.90563781,14,4,87.74478246706387,6,0.2284687897359495,0.08138008235716367,276,0,0,0.0,0.015800030138346865,0.08771402286942374,0.07191399273107688,1.370812738415697,5.849652164470925,0.11768417101996971,0.023335205319578316,0.09434896570039139,0.06343750816240391,Lost Causes
C006806,52,54406.180617683,48,8,121.65154802432738,11,0.32777410702603677,0.1431187755829246,166,0,0,0.0,0.03735485391461802,0.13653780871046378,0.09918295479584577,3.6055151772864042,2.4826846535577016,0.13096928579724412,0.029872852996928895,0.10109643280031523,0.07705587978291041,Lost Causes
